Date,Vegetable_Name,Units,Market_Price,Retail_Price,Shoping_Mall_Price
2/5/2023,Dill Leaves,1kg,11,13 - 14,13 - 18
2/6/2023,Dill Leaves,1kg,15,17 - 19,18 - 25
2/7/2023,Dill Leaves,1kg,15,17 - 19,18 - 25
2/8/2023,Dill Leaves,1kg,15,17 - 19,18 - 25
2/9/2023,Dill Leaves,1kg,14,16 - 18,17 - 23
2/10/2023,Dill Leaves,1kg,14,16 - 18,17 - 23
2/11/2023,Dill Leaves,1kg,14,16 - 18,17 - 23
2/12/2023,Dill Leaves,1kg,10,13-Dec,17-Dec
2/13/2023,Dill Leaves,1kg,10,13-Dec,17-Dec
2/14/2023,Dill Leaves,1kg,10,13-Dec,17-Dec
2/15/2023,Dill Leaves,1kg,10,13-Dec,17-Dec
2/16/2023,Dill Leaves,1kg,13,15 - 17,16 - 21
2/17/2023,Dill Leaves,1kg,13,15 - 17,16 - 21
2/18/2023,Dill Leaves,1kg,13,15 - 17,16 - 21
2/19/2023,Dill Leaves,1kg,13,15 - 17,16 - 21
2/20/2023,Dill Leaves,1kg,13,15 - 17,16 - 21
2/21/2023,Dill Leaves,1kg,13,15 - 17,16 - 21
2/22/2023,Dill Leaves,1kg,13,15 - 17,16 - 21
2/23/2023,Dill Leaves,1kg,11,13 - 14,13 - 18
2/24/2023,Dill Leaves,1kg,11,13 - 14,13 - 18
2/25/2023,Dill Leaves,1kg,13,15 - 17,16 - 21
2/26/2023,Dill Leaves,1kg,13,15 - 17,16 - 21
2/27/2023,Dill Leaves,1kg,13,15 - 17,16 - 21
2/28/2023,Dill Leaves,1kg,11,13 - 14,13 - 18
3/1/2023,Dill Leaves,1kg,11,13 - 14,13 - 18
3/2/2023,Dill Leaves,1kg,11,13 - 14,13 - 18
3/3/2023,Dill Leaves,1kg,11,13 - 14,13 - 18
3/4/2023,Dill Leaves,1kg,10,13-Dec,17-Dec
3/5/2023,Dill Leaves,1kg,10,13-Dec,17-Dec
3/6/2023,Dill Leaves,1kg,10,13-Dec,17-Dec
3/7/2023,Dill Leaves,1kg,10,13-Dec,17-Dec
3/8/2023,Dill Leaves,1kg,10,13-Dec,17-Dec
3/9/2023,Dill Leaves,1kg,10,13-Dec,17-Dec
3/10/2023,Dill Leaves,1kg,11,13 - 14,13 - 18
3/11/2023,Dill Leaves,1kg,11,13 - 14,13 - 18
3/12/2023,Dill Leaves,1kg,11,13 - 14,13 - 18
3/13/2023,Dill Leaves,1kg,11,13 - 14,13 - 18
3/14/2023,Dill Leaves,1kg,11,13 - 14,13 - 18
3/15/2023,Dill Leaves,1kg,11,13 - 14,13 - 18
3/16/2023,Dill Leaves,1kg,11,13 - 14,13 - 18
3/17/2023,Dill Leaves,1kg,13,15 - 17,16 - 21
3/18/2023,Dill Leaves,1kg,13,15 - 17,16 - 21
3/19/2023,Dill Leaves,1kg,14,16 - 18,17 - 23
3/20/2023,Dill Leaves,1kg,14,16 - 18,17 - 23
3/21/2023,Dill Leaves,1kg,14,16 - 18,17 - 23
3/22/2023,Dill Leaves,1kg,14,16 - 18,17 - 23
3/23/2023,Dill Leaves,1kg,14,16 - 18,17 - 23
3/24/2023,Dill Leaves,1kg,13,15 - 17,16 - 21
3/25/2023,Dill Leaves,1kg,13,15 - 17,16 - 21
3/26/2023,Dill Leaves,1kg,14,16 - 18,17 - 23
3/27/2023,Dill Leaves,1kg,14,16 - 18,17 - 23
3/28/2023,Dill Leaves,1kg,14,16 - 18,17 - 23
3/29/2023,Dill Leaves,1kg,10,13-Dec,17-Dec
3/30/2023,Dill Leaves,1kg,10,13-Dec,17-Dec
3/31/2023,Dill Leaves,1kg,10,13-Dec,17-Dec
4/1/2023,Dill Leaves,1kg,11,13 - 14,13 - 18
4/2/2023,Dill Leaves,1kg,11,13 - 14,13 - 18
4/3/2023,Dill Leaves,1kg,11,13 - 14,13 - 18
4/4/2023,Dill Leaves,1kg,11,13 - 14,13 - 18
4/5/2023,Dill Leaves,1kg,10,13-Dec,17-Dec
4/6/2023,Dill Leaves,1kg,10,13-Dec,17-Dec
4/7/2023,Dill Leaves,1kg,10,13-Dec,17-Dec
4/8/2023,Dill Leaves,1kg,10,13-Dec,17-Dec
4/9/2023,Dill Leaves,1kg,10,13-Dec,17-Dec
4/10/2023,Dill Leaves,1kg,15,17 - 19,18 - 25
4/11/2023,Dill Leaves,1kg,15,17 - 19,18 - 25
4/12/2023,Dill Leaves,1kg,15,17 - 19,18 - 25
4/13/2023,Dill Leaves,1kg,15,17 - 19,18 - 25
4/14/2023,Dill Leaves,1kg,12,14 - 15,14 - 20
4/15/2023,Dill Leaves,1kg,12,14 - 15,14 - 20
4/16/2023,Dill Leaves,1kg,12,14 - 15,14 - 20
4/17/2023,Dill Leaves,1kg,12,14 - 15,14 - 20
4/18/2023,Dill Leaves,1kg,12,14 - 15,14 - 20
4/19/2023,Dill Leaves,1kg,12,14 - 15,14 - 20
4/20/2023,Dill Leaves,1kg,12,14 - 15,14 - 20
4/21/2023,Dill Leaves,1kg,10,13-Dec,17-Dec
4/22/2023,Dill Leaves,1kg,10,13-Dec,17-Dec
4/23/2023,Dill Leaves,1kg,10,13-Dec,17-Dec
4/24/2023,Dill Leaves,1kg,10,13-Dec,17-Dec
4/25/2023,Dill Leaves,1kg,10,13-Dec,17-Dec
4/26/2023,Dill Leaves,1kg,12,14 - 15,14 - 20
4/27/2023,Dill Leaves,1kg,12,14 - 15,14 - 20
4/28/2023,Dill Leaves,1kg,12,14 - 15,14 - 20
4/29/2023,Dill Leaves,1kg,14,16 - 18,17 - 23
4/30/2023,Dill Leaves,1kg,14,16 - 18,17 - 23
5/1/2023,Dill Leaves,1kg,14,16 - 18,17 - 23
5/2/2023,Dill Leaves,1kg,13,15 - 17,16 - 21
5/3/2023,Dill Leaves,1kg,13,15 - 17,16 - 21
5/4/2023,Dill Leaves,1kg,13,15 - 17,16 - 21
5/5/2023,Dill Leaves,1kg,13,15 - 17,16 - 21
5/6/2023,Dill Leaves,1kg,13,15 - 17,16 - 21
5/7/2023,Dill Leaves,1kg,12,14 - 15,14 - 20
5/8/2023,Dill Leaves,1kg,12,14 - 15,14 - 20
5/9/2023,Dill Leaves,1kg,12,14 - 15,14 - 20
5/10/2023,Dill Leaves,1kg,12,14 - 15,14 - 20
1/26/2022,Drumsticks,1kg,120,138 - 152,144 - 198
1/27/2022,Drumsticks,1kg,120,138 - 152,144 - 198
1/28/2022,Drumsticks,1kg,140,161 - 178,168 - 231
1/29/2022,Drumsticks,1kg,140,161 - 178,168 - 231
1/30/2022,Drumsticks,1kg,150,173 - 191,180 - 248
1/31/2022,Drumsticks,1kg,150,173 - 191,180 - 248
2/1/2022,Drumsticks,1kg,150,173 - 191,180 - 248
2/2/2022,Drumsticks,1kg,130,150 - 165,156 - 215
2/3/2022,Drumsticks,1kg,130,150 - 165,156 - 215
2/4/2022,Drumsticks,1kg,130,150 - 165,156 - 215
2/5/2022,Drumsticks,1kg,120,138 - 152,144 - 198
2/6/2022,Drumsticks,1kg,120,138 - 152,144 - 198
2/7/2022,Drumsticks,1kg,120,138 - 152,144 - 198
2/8/2022,Drumsticks,1kg,140,161 - 178,168 - 231
2/9/2022,Drumsticks,1kg,140,161 - 178,168 - 231
2/10/2022,Drumsticks,1kg,140,161 - 178,168 - 231
2/11/2022,Drumsticks,1kg,140,161 - 178,168 - 231
2/12/2022,Drumsticks,1kg,130,150 - 165,156 - 215
2/13/2022,Drumsticks,1kg,130,150 - 165,156 - 215
2/14/2022,Drumsticks,1kg,150,173 - 191,180 - 248
2/15/2022,Drumsticks,1kg,150,173 - 191,180 - 248
2/16/2022,Drumsticks,1kg,150,173 - 191,180 - 248
2/17/2022,Drumsticks,1kg,150,173 - 191,180 - 248
2/18/2022,Drumsticks,1kg,150,173 - 191,180 - 248
2/19/2022,Drumsticks,1kg,150,173 - 191,180 - 248
2/20/2022,Drumsticks,1kg,140,161 - 178,168 - 231
2/21/2022,Drumsticks,1kg,140,161 - 178,168 - 231
2/22/2022,Drumsticks,1kg,140,161 - 178,168 - 231
2/23/2022,Drumsticks,1kg,140,161 - 178,168 - 231
2/24/2022,Drumsticks,1kg,140,161 - 178,168 - 231
2/25/2022,Drumsticks,1kg,140,161 - 178,168 - 231
2/26/2022,Drumsticks,1kg,150,173 - 191,180 - 248
2/27/2022,Drumsticks,1kg,150,173 - 191,180 - 248
2/28/2022,Drumsticks,1kg,140,161 - 178,168 - 231
3/1/2022,Drumsticks,1kg,140,161 - 178,168 - 231
3/2/2022,Drumsticks,1kg,140,161 - 178,168 - 231
3/3/2022,Drumsticks,1kg,140,161 - 178,168 - 231
3/4/2022,Drumsticks,1kg,150,173 - 191,180 - 248
3/5/2022,Drumsticks,1kg,150,173 - 191,180 - 248
3/6/2022,Drumsticks,1kg,150,173 - 191,180 - 248
3/7/2022,Drumsticks,1kg,120,138 - 152,144 - 198
3/8/2022,Drumsticks,1kg,120,138 - 152,144 - 198
3/9/2022,Drumsticks,1kg,120,138 - 152,144 - 198
3/10/2022,Drumsticks,1kg,120,138 - 152,144 - 198
3/11/2022,Drumsticks,1kg,120,138 - 152,144 - 198
3/12/2022,Drumsticks,1kg,120,138 - 152,144 - 198
3/13/2022,Drumsticks,1kg,120,138 - 152,144 - 198
3/14/2022,Drumsticks,1kg,130,150 - 165,156 - 215
3/15/2022,Drumsticks,1kg,130,150 - 165,156 - 215
3/16/2022,Drumsticks,1kg,130,150 - 165,156 - 215
3/17/2022,Drumsticks,1kg,120,138 - 152,144 - 198
3/18/2022,Drumsticks,1kg,120,138 - 152,144 - 198
3/19/2022,Drumsticks,1kg,120,138 - 152,144 - 198
3/20/2022,Drumsticks,1kg,140,161 - 178,168 - 231
3/21/2022,Drumsticks,1kg,140,161 - 178,168 - 231
3/22/2022,Drumsticks,1kg,140,161 - 178,168 - 231
3/23/2022,Drumsticks,1kg,140,161 - 178,168 - 231
3/24/2022,Drumsticks,1kg,140,161 - 178,168 - 231
3/25/2022,Drumsticks,1kg,120,138 - 152,144 - 198
3/26/2022,Drumsticks,1kg,120,138 - 152,144 - 198
3/27/2022,Drumsticks,1kg,120,138 - 152,144 - 198
3/28/2022,Drumsticks,1kg,60,69 - 76,72 - 99
3/29/2022,Drumsticks,1kg,60,69 - 76,72 - 99
3/30/2022,Drumsticks,1kg,60,69 - 76,72 - 99
3/31/2022,Drumsticks,1kg,60,69 - 76,72 - 99
4/1/2022,Drumsticks,1kg,60,69 - 76,72 - 99
4/2/2022,Drumsticks,1kg,60,69 - 76,72 - 99
4/3/2022,Drumsticks,1kg,60,69 - 76,72 - 99
4/4/2022,Drumsticks,1kg,40,46 - 51,48 - 66
4/5/2022,Drumsticks,1kg,40,46 - 51,48 - 66
4/6/2022,Drumsticks,1kg,40,46 - 51,48 - 66
4/7/2022,Drumsticks,1kg,50,58 - 64,60 - 83
4/8/2022,Drumsticks,1kg,50,58 - 64,60 - 83
4/9/2022,Drumsticks,1kg,50,58 - 64,60 - 83
4/10/2022,Drumsticks,1kg,40,46 - 51,48 - 66
4/11/2022,Drumsticks,1kg,40,46 - 51,48 - 66
4/12/2022,Drumsticks,1kg,40,46 - 51,48 - 66
4/13/2022,Drumsticks,1kg,60,69 - 76,72 - 99
4/14/2022,Drumsticks,1kg,60,69 - 76,72 - 99
4/15/2022,Drumsticks,1kg,60,69 - 76,72 - 99
4/16/2022,Drumsticks,1kg,60,69 - 76,72 - 99
4/17/2022,Drumsticks,1kg,40,46 - 51,48 - 66
4/18/2022,Drumsticks,1kg,40,46 - 51,48 - 66
4/19/2022,Drumsticks,1kg,40,46 - 51,48 - 66
4/20/2022,Drumsticks,1kg,40,46 - 51,48 - 66
4/21/2022,Drumsticks,1kg,40,46 - 51,48 - 66
4/22/2022,Drumsticks,1kg,40,46 - 51,48 - 66
4/23/2022,Drumsticks,1kg,40,46 - 51,48 - 66
4/24/2022,Drumsticks,1kg,60,69 - 76,72 - 99
4/25/2022,Drumsticks,1kg,60,69 - 76,72 - 99
4/26/2022,Drumsticks,1kg,60,69 - 76,72 - 99
4/27/2022,Drumsticks,1kg,40,46 - 51,48 - 66
4/28/2022,Drumsticks,1kg,40,46 - 51,48 - 66
4/29/2022,Drumsticks,1kg,40,46 - 51,48 - 66
4/30/2022,Drumsticks,1kg,30,35 - 38,36 - 50
5/1/2022,Drumsticks,1kg,30,35 - 38,36 - 50
5/2/2022,Drumsticks,1kg,30,35 - 38,36 - 50
5/3/2022,Drumsticks,1kg,30,35 - 38,36 - 50
5/4/2022,Drumsticks,1kg,30,35 - 38,36 - 50
5/5/2022,Drumsticks,1kg,40,46 - 51,48 - 66
5/6/2022,Drumsticks,1kg,40,46 - 51,48 - 66
5/7/2022,Drumsticks,1kg,40,46 - 51,48 - 66
5/8/2022,Drumsticks,1kg,40,46 - 51,48 - 66
5/9/2022,Drumsticks,1kg,40,46 - 51,48 - 66
5/10/2022,Drumsticks,1kg,40,46 - 51,48 - 66
5/11/2022,Drumsticks,1kg,30,35 - 38,36 - 50
5/12/2022,Drumsticks,1kg,30,35 - 38,36 - 50
5/13/2022,Drumsticks,1kg,30,35 - 38,36 - 50
5/14/2022,Drumsticks,1kg,30,35 - 38,36 - 50
5/15/2022,Drumsticks,1kg,30,35 - 38,36 - 50
5/16/2022,Drumsticks,1kg,30,35 - 38,36 - 50
5/17/2022,Drumsticks,1kg,30,35 - 38,36 - 50
5/18/2022,Drumsticks,1kg,40,46 - 51,48 - 66
5/19/2022,Drumsticks,1kg,40,46 - 51,48 - 66
5/20/2022,Drumsticks,1kg,40,46 - 51,48 - 66
5/21/2022,Drumsticks,1kg,60,69 - 76,72 - 99
5/22/2022,Drumsticks,1kg,60,69 - 76,72 - 99
5/23/2022,Drumsticks,1kg,60,69 - 76,72 - 99
5/24/2022,Drumsticks,1kg,60,69 - 76,72 - 99
5/25/2022,Drumsticks,1kg,50,58 - 64,60 - 83
5/26/2022,Drumsticks,1kg,50,58 - 64,60 - 83
5/27/2022,Drumsticks,1kg,50,58 - 64,60 - 83
5/28/2022,Drumsticks,1kg,60,69 - 76,72 - 99
5/29/2022,Drumsticks,1kg,60,69 - 76,72 - 99
5/30/2022,Drumsticks,1kg,60,69 - 76,72 - 99
5/31/2022,Drumsticks,1kg,60,69 - 76,72 - 99
6/1/2022,Drumsticks,1kg,40,46 - 51,48 - 66
6/2/2022,Drumsticks,1kg,40,46 - 51,48 - 66
6/3/2022,Drumsticks,1kg,40,46 - 51,48 - 66
6/4/2022,Drumsticks,1kg,60,69 - 76,72 - 99
6/5/2022,Drumsticks,1kg,60,69 - 76,72 - 99
6/6/2022,Drumsticks,1kg,60,69 - 76,72 - 99
6/7/2022,Drumsticks,1kg,40,46 - 51,48 - 66
6/8/2022,Drumsticks,1kg,40,46 - 51,48 - 66
6/9/2022,Drumsticks,1kg,40,46 - 51,48 - 66
6/10/2022,Drumsticks,1kg,40,46 - 51,48 - 66
6/11/2022,Drumsticks,1kg,60,69 - 76,72 - 99
6/12/2022,Drumsticks,1kg,60,69 - 76,72 - 99
6/13/2022,Drumsticks,1kg,60,69 - 76,72 - 99
6/14/2022,Drumsticks,1kg,50,58 - 64,60 - 83
6/15/2022,Drumsticks,1kg,50,58 - 64,60 - 83
6/16/2022,Drumsticks,1kg,50,58 - 64,60 - 83
6/17/2022,Drumsticks,1kg,50,58 - 64,60 - 83
6/18/2022,Drumsticks,1kg,60,69 - 76,72 - 99
6/19/2022,Drumsticks,1kg,60,69 - 76,72 - 99
6/20/2022,Drumsticks,1kg,60,69 - 76,72 - 99
6/21/2022,Drumsticks,1kg,60,69 - 76,72 - 99
6/22/2022,Drumsticks,1kg,60,69 - 76,72 - 99
6/23/2022,Drumsticks,1kg,60,69 - 76,72 - 99
6/24/2022,Drumsticks,1kg,60,69 - 76,72 - 99
6/25/2022,Drumsticks,1kg,60,69 - 76,72 - 99
6/26/2022,Drumsticks,1kg,60,69 - 76,72 - 99
6/27/2022,Drumsticks,1kg,50,58 - 64,60 - 83
6/28/2022,Drumsticks,1kg,50,58 - 64,60 - 83
6/29/2022,Drumsticks,1kg,50,58 - 64,60 - 83
6/30/2022,Drumsticks,1kg,50,58 - 64,60 - 83
7/1/2022,Drumsticks,1kg,50,58 - 64,60 - 83
7/2/2022,Drumsticks,1kg,50,58 - 64,60 - 83
7/3/2022,Drumsticks,1kg,50,58 - 64,60 - 83
7/4/2022,Drumsticks,1kg,40,46 - 51,48 - 66
7/5/2022,Drumsticks,1kg,40,46 - 51,48 - 66
7/6/2022,Drumsticks,1kg,40,46 - 51,48 - 66
7/7/2022,Drumsticks,1kg,40,46 - 51,48 - 66
7/8/2022,Drumsticks,1kg,40,46 - 51,48 - 66
7/9/2022,Drumsticks,1kg,40,46 - 51,48 - 66
7/10/2022,Drumsticks,1kg,40,46 - 51,48 - 66
7/11/2022,Drumsticks,1kg,40,46 - 51,48 - 66
7/12/2022,Drumsticks,1kg,40,46 - 51,48 - 66
7/13/2022,Drumsticks,1kg,40,46 - 51,48 - 66
7/14/2022,Drumsticks,1kg,40,46 - 51,48 - 66
7/15/2022,Drumsticks,1kg,40,46 - 51,48 - 66
7/16/2022,Drumsticks,1kg,40,46 - 51,48 - 66
7/17/2022,Drumsticks,1kg,50,58 - 64,60 - 83
7/18/2022,Drumsticks,1kg,50,58 - 64,60 - 83
7/19/2022,Drumsticks,1kg,50,58 - 64,60 - 83
7/20/2022,Drumsticks,1kg,50,58 - 64,60 - 83
7/21/2022,Drumsticks,1kg,30,35 - 38,36 - 50
7/22/2022,Drumsticks,1kg,30,35 - 38,36 - 50
7/23/2022,Drumsticks,1kg,30,35 - 38,36 - 50
7/24/2022,Drumsticks,1kg,30,35 - 38,36 - 50
7/25/2022,Drumsticks,1kg,30,35 - 38,36 - 50
7/26/2022,Drumsticks,1kg,30,35 - 38,36 - 50
7/27/2022,Drumsticks,1kg,30,35 - 38,36 - 50
7/28/2022,Drumsticks,1kg,30,35 - 38,36 - 50
7/29/2022,Drumsticks,1kg,30,35 - 38,36 - 50
7/30/2022,Drumsticks,1kg,30,35 - 38,36 - 50
7/31/2022,Drumsticks,1kg,30,35 - 38,36 - 50
8/1/2022,Drumsticks,1kg,40,46 - 51,48 - 66
8/2/2022,Drumsticks,1kg,40,46 - 51,48 - 66
8/3/2022,Drumsticks,1kg,40,46 - 51,48 - 66
8/4/2022,Drumsticks,1kg,30,35 - 38,36 - 50
8/5/2022,Drumsticks,1kg,30,35 - 38,36 - 50
8/6/2022,Drumsticks,1kg,30,35 - 38,36 - 50
8/7/2022,Drumsticks,1kg,30,35 - 38,36 - 50
8/8/2022,Drumsticks,1kg,40,46 - 51,48 - 66
8/9/2022,Drumsticks,1kg,40,46 - 51,48 - 66
8/10/2022,Drumsticks,1kg,40,46 - 51,48 - 66
8/11/2022,Drumsticks,1kg,40,46 - 51,48 - 66
8/12/2022,Drumsticks,1kg,40,46 - 51,48 - 66
8/13/2022,Drumsticks,1kg,40,46 - 51,48 - 66
8/14/2022,Drumsticks,1kg,40,46 - 51,48 - 66
8/15/2022,Drumsticks,1kg,40,46 - 51,48 - 66
8/16/2022,Drumsticks,1kg,40,46 - 51,48 - 66
8/17/2022,Drumsticks,1kg,40,46 - 51,48 - 66
8/18/2022,Drumsticks,1kg,30,35 - 38,36 - 50
8/19/2022,Drumsticks,1kg,30,35 - 38,36 - 50
8/20/2022,Drumsticks,1kg,30,35 - 38,36 - 50
8/21/2022,Drumsticks,1kg,40,46 - 51,48 - 66
8/22/2022,Drumsticks,1kg,40,46 - 51,48 - 66
8/23/2022,Drumsticks,1kg,40,46 - 51,48 - 66
8/24/2022,Drumsticks,1kg,40,46 - 51,48 - 66
8/25/2022,Drumsticks,1kg,40,46 - 51,48 - 66
8/26/2022,Drumsticks,1kg,40,46 - 51,48 - 66
8/27/2022,Drumsticks,1kg,40,46 - 51,48 - 66
8/28/2022,Drumsticks,1kg,40,46 - 51,48 - 66
8/29/2022,Drumsticks,1kg,40,46 - 51,48 - 66
8/30/2022,Drumsticks,1kg,40,46 - 51,48 - 66
8/31/2022,Drumsticks,1kg,40,46 - 51,48 - 66
9/1/2022,Drumsticks,1kg,40,46 - 51,48 - 66
9/2/2022,Drumsticks,1kg,40,46 - 51,48 - 66
9/3/2022,Drumsticks,1kg,40,46 - 51,48 - 66
9/4/2022,Drumsticks,1kg,40,46 - 51,48 - 66
9/5/2022,Drumsticks,1kg,40,46 - 51,48 - 66
9/6/2022,Drumsticks,1kg,40,46 - 51,48 - 66
9/7/2022,Drumsticks,1kg,40,46 - 51,48 - 66
9/8/2022,Drumsticks,1kg,40,46 - 51,48 - 66
9/9/2022,Drumsticks,1kg,40,46 - 51,48 - 66
9/10/2022,Drumsticks,1kg,90,104 - 114,108 - 149
9/11/2022,Drumsticks,1kg,90,104 - 114,108 - 149
9/12/2022,Drumsticks,1kg,90,104 - 114,108 - 149
9/13/2022,Drumsticks,1kg,90,104 - 114,108 - 149
9/14/2022,Drumsticks,1kg,90,104 - 114,108 - 149
9/15/2022,Drumsticks,1kg,90,104 - 114,108 - 149
9/16/2022,Drumsticks,1kg,90,104 - 114,108 - 149
9/17/2022,Drumsticks,1kg,90,104 - 114,108 - 149
9/18/2022,Drumsticks,1kg,90,104 - 114,108 - 149
9/19/2022,Drumsticks,1kg,100,115 - 127,120 - 165
9/20/2022,Drumsticks,1kg,100,115 - 127,120 - 165
9/21/2022,Drumsticks,1kg,100,115 - 127,120 - 165
9/22/2022,Drumsticks,1kg,90,104 - 114,108 - 149
9/23/2022,Drumsticks,1kg,90,104 - 114,108 - 149
9/24/2022,Drumsticks,1kg,90,104 - 114,108 - 149
9/25/2022,Drumsticks,1kg,50,58 - 64,60 - 83
9/26/2022,Drumsticks,1kg,50,58 - 64,60 - 83
9/27/2022,Drumsticks,1kg,50,58 - 64,60 - 83
9/28/2022,Drumsticks,1kg,50,58 - 64,60 - 83
9/29/2022,Drumsticks,1kg,50,58 - 64,60 - 83
9/30/2022,Drumsticks,1kg,50,58 - 64,60 - 83
10/1/2022,Drumsticks,1kg,50,58 - 64,60 - 83
10/2/2022,Drumsticks,1kg,50,58 - 64,60 - 83
10/3/2022,Drumsticks,1kg,50,58 - 64,60 - 83
10/4/2022,Drumsticks,1kg,50,58 - 64,60 - 83
10/5/2022,Drumsticks,1kg,50,58 - 64,60 - 83
10/6/2022,Drumsticks,1kg,50,58 - 64,60 - 83
10/7/2022,Drumsticks,1kg,50,58 - 64,60 - 83
10/8/2022,Drumsticks,1kg,50,58 - 64,60 - 83
10/9/2022,Drumsticks,1kg,50,58 - 64,60 - 83
10/10/2022,Drumsticks,1kg,50,58 - 64,60 - 83
10/11/2022,Drumsticks,1kg,50,58 - 64,60 - 83
10/12/2022,Drumsticks,1kg,60,69 - 76,72 - 99
10/13/2022,Drumsticks,1kg,60,69 - 76,72 - 99
10/14/2022,Drumsticks,1kg,60,69 - 76,72 - 99
10/15/2022,Drumsticks,1kg,110,127 - 140,132 - 182
10/16/2022,Drumsticks,1kg,110,127 - 140,132 - 182
10/17/2022,Drumsticks,1kg,110,127 - 140,132 - 182
10/18/2022,Drumsticks,1kg,120,138 - 152,144 - 198
10/19/2022,Drumsticks,1kg,120,138 - 152,144 - 198
10/20/2022,Drumsticks,1kg,120,138 - 152,144 - 198
10/21/2022,Drumsticks,1kg,120,138 - 152,144 - 198
10/22/2022,Drumsticks,1kg,120,138 - 152,144 - 198
10/23/2022,Drumsticks,1kg,120,138 - 152,144 - 198
10/24/2022,Drumsticks,1kg,120,138 - 152,144 - 198
10/25/2022,Drumsticks,1kg,120,138 - 152,144 - 198
10/26/2022,Drumsticks,1kg,120,138 - 152,144 - 198
10/27/2022,Drumsticks,1kg,100,115 - 127,120 - 165
10/28/2022,Drumsticks,1kg,100,115 - 127,120 - 165
10/29/2022,Drumsticks,1kg,120,138 - 152,144 - 198
10/30/2022,Drumsticks,1kg,120,138 - 152,144 - 198
10/31/2022,Drumsticks,1kg,120,138 - 152,144 - 198
11/1/2022,Drumsticks,1kg,120,138 - 152,144 - 198
11/2/2022,Drumsticks,1kg,120,138 - 152,144 - 198
11/3/2022,Drumsticks,1kg,120,138 - 152,144 - 198
11/4/2022,Drumsticks,1kg,120,138 - 152,144 - 198
11/5/2022,Drumsticks,1kg,120,138 - 152,144 - 198
11/6/2022,Drumsticks,1kg,110,127 - 140,132 - 182
11/7/2022,Drumsticks,1kg,110,127 - 140,132 - 182
11/8/2022,Drumsticks,1kg,110,127 - 140,132 - 182
11/9/2022,Drumsticks,1kg,110,127 - 140,132 - 182
11/10/2022,Drumsticks,1kg,110,127 - 140,132 - 182
11/11/2022,Drumsticks,1kg,110,127 - 140,132 - 182
11/12/2022,Drumsticks,1kg,90,104 - 114,108 - 149
11/13/2022,Drumsticks,1kg,90,104 - 114,108 - 149
11/14/2022,Drumsticks,1kg,90,104 - 114,108 - 149
11/15/2022,Drumsticks,1kg,90,104 - 114,108 - 149
11/16/2022,Drumsticks,1kg,90,104 - 114,108 - 149
11/17/2022,Drumsticks,1kg,90,104 - 114,108 - 149
11/18/2022,Drumsticks,1kg,90,104 - 114,108 - 149
11/19/2022,Drumsticks,1kg,90,104 - 114,108 - 149
11/20/2022,Drumsticks,1kg,90,104 - 114,108 - 149
11/21/2022,Drumsticks,1kg,80,92 - 102,96 - 132
11/22/2022,Drumsticks,1kg,80,92 - 102,96 - 132
11/23/2022,Drumsticks,1kg,80,92 - 102,96 - 132
11/24/2022,Drumsticks,1kg,80,92 - 102,96 - 132
11/25/2022,Drumsticks,1kg,80,92 - 102,96 - 132
11/26/2022,Drumsticks,1kg,90,104 - 114,108 - 149
11/27/2022,Drumsticks,1kg,90,104 - 114,108 - 149
11/28/2022,Drumsticks,1kg,70,81 - 89,84 - 116
11/29/2022,Drumsticks,1kg,70,81 - 89,84 - 116
11/30/2022,Drumsticks,1kg,90,104 - 114,108 - 149
12/1/2022,Drumsticks,1kg,90,104 - 114,108 - 149
12/2/2022,Drumsticks,1kg,90,104 - 114,108 - 149
12/3/2022,Drumsticks,1kg,60,69 - 76,72 - 99
12/4/2022,Drumsticks,1kg,60,69 - 76,72 - 99
12/5/2022,Drumsticks,1kg,60,69 - 76,72 - 99
12/6/2022,Drumsticks,1kg,60,69 - 76,72 - 99
12/7/2022,Drumsticks,1kg,80,92 - 102,96 - 132
12/8/2022,Drumsticks,1kg,80,92 - 102,96 - 132
12/9/2022,Drumsticks,1kg,80,92 - 102,96 - 132
12/10/2022,Drumsticks,1kg,70,81 - 89,84 - 116
12/11/2022,Drumsticks,1kg,70,81 - 89,84 - 116
12/12/2022,Drumsticks,1kg,70,81 - 89,84 - 116
12/13/2022,Drumsticks,1kg,70,81 - 89,84 - 116
12/14/2022,Drumsticks,1kg,80,92 - 102,96 - 132
12/15/2022,Drumsticks,1kg,80,92 - 102,96 - 132
12/16/2022,Drumsticks,1kg,80,92 - 102,96 - 132
12/17/2022,Drumsticks,1kg,80,92 - 102,96 - 132
12/18/2022,Drumsticks,1kg,90,104 - 114,108 - 149
12/19/2022,Drumsticks,1kg,90,104 - 114,108 - 149
12/20/2022,Drumsticks,1kg,90,104 - 114,108 - 149
12/21/2022,Drumsticks,1kg,90,104 - 114,108 - 149
12/22/2022,Drumsticks,1kg,80,92 - 102,96 - 132
12/23/2022,Drumsticks,1kg,80,92 - 102,96 - 132
12/24/2022,Drumsticks,1kg,70,81 - 89,84 - 116
12/25/2022,Drumsticks,1kg,70,81 - 89,84 - 116
12/26/2022,Drumsticks,1kg,70,81 - 89,84 - 116
12/27/2022,Drumsticks,1kg,70,81 - 89,84 - 116
12/28/2022,Drumsticks,1kg,70,81 - 89,84 - 116
12/29/2022,Drumsticks,1kg,80,92 - 102,96 - 132
