Date,Vegetable_Name,Units,Market_Price,Retail_Price,Shoping_Mall_Price
12/30/2022,Drumsticks,1kg,80,92 - 102,96 - 132
12/31/2022,Drumsticks,1kg,80,92 - 102,96 - 132
1/1/2023,Drumsticks,1kg,80,92 - 102,96 - 132
1/2/2023,Drumsticks,1kg,60,69 - 76,72 - 99
1/3/2023,Drumsticks,1kg,60,69 - 76,72 - 99
1/4/2023,Drumsticks,1kg,120,138 - 152,144 - 198
1/5/2023,Drumsticks,1kg,120,138 - 152,144 - 198
1/6/2023,Drumsticks,1kg,120,138 - 152,144 - 198
1/7/2023,Drumsticks,1kg,120,138 - 152,144 - 198
1/8/2023,Drumsticks,1kg,120,138 - 152,144 - 198
1/9/2023,Drumsticks,1kg,120,138 - 152,144 - 198
1/10/2023,Drumsticks,1kg,120,138 - 152,144 - 198
1/11/2023,Drumsticks,1kg,100,115 - 127,120 - 165
1/12/2023,Drumsticks,1kg,100,115 - 127,120 - 165
1/13/2023,Drumsticks,1kg,100,115 - 127,120 - 165
1/14/2023,Drumsticks,1kg,110,127 - 140,132 - 182
1/15/2023,Drumsticks,1kg,110,127 - 140,132 - 182
1/16/2023,Drumsticks,1kg,110,127 - 140,132 - 182
1/17/2023,Drumsticks,1kg,110,127 - 140,132 - 182
1/18/2023,Drumsticks,1kg,100,115 - 127,120 - 165
1/19/2023,Drumsticks,1kg,100,115 - 127,120 - 165
1/20/2023,Drumsticks,1kg,110,127 - 140,132 - 182
1/21/2023,Drumsticks,1kg,110,127 - 140,132 - 182
1/22/2023,Drumsticks,1kg,110,127 - 140,132 - 182
1/23/2023,Drumsticks,1kg,110,127 - 140,132 - 182
1/24/2023,Drumsticks,1kg,110,127 - 140,132 - 182
1/25/2023,Drumsticks,1kg,120,138 - 152,144 - 198
1/26/2023,Drumsticks,1kg,120,138 - 152,144 - 198
1/27/2023,Drumsticks,1kg,120,138 - 152,144 - 198
1/28/2023,Drumsticks,1kg,110,127 - 140,132 - 182
1/29/2023,Drumsticks,1kg,110,127 - 140,132 - 182
1/30/2023,Drumsticks,1kg,110,127 - 140,132 - 182
1/31/2023,Drumsticks,1kg,100,115 - 127,120 - 165
2/1/2023,Drumsticks,1kg,100,115 - 127,120 - 165
2/2/2023,Drumsticks,1kg,100,115 - 127,120 - 165
2/3/2023,Drumsticks,1kg,110,127 - 140,132 - 182
2/4/2023,Drumsticks,1kg,110,127 - 140,132 - 182
2/5/2023,Drumsticks,1kg,110,127 - 140,132 - 182
2/6/2023,Drumsticks,1kg,100,115 - 127,120 - 165
2/7/2023,Drumsticks,1kg,100,115 - 127,120 - 165
2/8/2023,Drumsticks,1kg,100,115 - 127,120 - 165
2/9/2023,Drumsticks,1kg,100,115 - 127,120 - 165
2/10/2023,Drumsticks,1kg,100,115 - 127,120 - 165
2/11/2023,Drumsticks,1kg,100,115 - 127,120 - 165
2/12/2023,Drumsticks,1kg,110,127 - 140,132 - 182
2/13/2023,Drumsticks,1kg,110,127 - 140,132 - 182
2/14/2023,Drumsticks,1kg,110,127 - 140,132 - 182
2/15/2023,Drumsticks,1kg,110,127 - 140,132 - 182
2/16/2023,Drumsticks,1kg,110,127 - 140,132 - 182
2/17/2023,Drumsticks,1kg,110,127 - 140,132 - 182
2/18/2023,Drumsticks,1kg,110,127 - 140,132 - 182
2/19/2023,Drumsticks,1kg,120,138 - 152,144 - 198
2/20/2023,Drumsticks,1kg,120,138 - 152,144 - 198
2/21/2023,Drumsticks,1kg,120,138 - 152,144 - 198
2/22/2023,Drumsticks,1kg,120,138 - 152,144 - 198
2/23/2023,Drumsticks,1kg,120,138 - 152,144 - 198
2/24/2023,Drumsticks,1kg,120,138 - 152,144 - 198
2/25/2023,Drumsticks,1kg,110,127 - 140,132 - 182
2/26/2023,Drumsticks,1kg,110,127 - 140,132 - 182
2/27/2023,Drumsticks,1kg,110,127 - 140,132 - 182
2/28/2023,Drumsticks,1kg,120,138 - 152,144 - 198
3/1/2023,Drumsticks,1kg,120,138 - 152,144 - 198
3/2/2023,Drumsticks,1kg,120,138 - 152,144 - 198
3/3/2023,Drumsticks,1kg,120,138 - 152,144 - 198
3/4/2023,Drumsticks,1kg,120,138 - 152,144 - 198
3/5/2023,Drumsticks,1kg,120,138 - 152,144 - 198
3/6/2023,Drumsticks,1kg,120,138 - 152,144 - 198
3/7/2023,Drumsticks,1kg,120,138 - 152,144 - 198
3/8/2023,Drumsticks,1kg,120,138 - 152,144 - 198
3/9/2023,Drumsticks,1kg,120,138 - 152,144 - 198
3/10/2023,Drumsticks,1kg,110,127 - 140,132 - 182
3/11/2023,Drumsticks,1kg,110,127 - 140,132 - 182
3/12/2023,Drumsticks,1kg,110,127 - 140,132 - 182
3/13/2023,Drumsticks,1kg,110,127 - 140,132 - 182
3/14/2023,Drumsticks,1kg,110,127 - 140,132 - 182
3/15/2023,Drumsticks,1kg,110,127 - 140,132 - 182
3/16/2023,Drumsticks,1kg,110,127 - 140,132 - 182
3/17/2023,Drumsticks,1kg,110,127 - 140,132 - 182
3/18/2023,Drumsticks,1kg,110,127 - 140,132 - 182
3/19/2023,Drumsticks,1kg,90,104 - 114,108 - 149
3/20/2023,Drumsticks,1kg,90,104 - 114,108 - 149
3/21/2023,Drumsticks,1kg,90,104 - 114,108 - 149
3/22/2023,Drumsticks,1kg,90,104 - 114,108 - 149
3/23/2023,Drumsticks,1kg,90,104 - 114,108 - 149
3/24/2023,Drumsticks,1kg,100,115 - 127,120 - 165
3/25/2023,Drumsticks,1kg,100,115 - 127,120 - 165
3/26/2023,Drumsticks,1kg,100,115 - 127,120 - 165
3/27/2023,Drumsticks,1kg,100,115 - 127,120 - 165
3/28/2023,Drumsticks,1kg,100,115 - 127,120 - 165
3/29/2023,Drumsticks,1kg,120,138 - 152,144 - 198
3/30/2023,Drumsticks,1kg,120,138 - 152,144 - 198
3/31/2023,Drumsticks,1kg,120,138 - 152,144 - 198
4/1/2023,Drumsticks,1kg,70,81 - 89,84 - 116
4/2/2023,Drumsticks,1kg,70,81 - 89,84 - 116
4/3/2023,Drumsticks,1kg,70,81 - 89,84 - 116
4/4/2023,Drumsticks,1kg,70,81 - 89,84 - 116
4/5/2023,Drumsticks,1kg,90,104 - 114,108 - 149
4/6/2023,Drumsticks,1kg,90,104 - 114,108 - 149
4/7/2023,Drumsticks,1kg,90,104 - 114,108 - 149
4/8/2023,Drumsticks,1kg,90,104 - 114,108 - 149
4/9/2023,Drumsticks,1kg,90,104 - 114,108 - 149
4/10/2023,Drumsticks,1kg,100,115 - 127,120 - 165
4/11/2023,Drumsticks,1kg,100,115 - 127,120 - 165
4/12/2023,Drumsticks,1kg,100,115 - 127,120 - 165
4/13/2023,Drumsticks,1kg,100,115 - 127,120 - 165
4/14/2023,Drumsticks,1kg,60,69 - 76,72 - 99
4/15/2023,Drumsticks,1kg,60,69 - 76,72 - 99
4/16/2023,Drumsticks,1kg,60,69 - 76,72 - 99
4/17/2023,Drumsticks,1kg,60,69 - 76,72 - 99
4/18/2023,Drumsticks,1kg,70,81 - 89,84 - 116
4/19/2023,Drumsticks,1kg,70,81 - 89,84 - 116
4/20/2023,Drumsticks,1kg,70,81 - 89,84 - 116
4/21/2023,Drumsticks,1kg,80,92 - 102,96 - 132
4/22/2023,Drumsticks,1kg,80,92 - 102,96 - 132
4/23/2023,Drumsticks,1kg,80,92 - 102,96 - 132
4/24/2023,Drumsticks,1kg,80,92 - 102,96 - 132
4/25/2023,Drumsticks,1kg,80,92 - 102,96 - 132
4/26/2023,Drumsticks,1kg,80,92 - 102,96 - 132
4/27/2023,Drumsticks,1kg,80,92 - 102,96 - 132
4/28/2023,Drumsticks,1kg,80,92 - 102,96 - 132
4/29/2023,Drumsticks,1kg,80,92 - 102,96 - 132
4/30/2023,Drumsticks,1kg,80,92 - 102,96 - 132
5/1/2023,Drumsticks,1kg,80,92 - 102,96 - 132
5/2/2023,Drumsticks,1kg,80,92 - 102,96 - 132
5/3/2023,Drumsticks,1kg,80,92 - 102,96 - 132
5/4/2023,Drumsticks,1kg,80,92 - 102,96 - 132
5/5/2023,Drumsticks,1kg,80,92 - 102,96 - 132
5/6/2023,Drumsticks,1kg,80,92 - 102,96 - 132
5/7/2023,Drumsticks,1kg,70,81 - 89,84 - 116
5/8/2023,Drumsticks,1kg,70,81 - 89,84 - 116
5/9/2023,Drumsticks,1kg,70,81 - 89,84 - 116
5/10/2023,Drumsticks,1kg,70,81 - 89,84 - 116
1/26/2022,Brinjal,1kg,32,37 - 41,38 - 53
1/27/2022,Brinjal,1kg,32,37 - 41,38 - 53
1/28/2022,Brinjal,1kg,31,36 - 39,37 - 51
1/29/2022,Brinjal,1kg,31,36 - 39,37 - 51
1/30/2022,Brinjal,1kg,32,37 - 41,38 - 53
1/31/2022,Brinjal,1kg,32,37 - 41,38 - 53
2/1/2022,Brinjal,1kg,32,37 - 41,38 - 53
2/2/2022,Brinjal,1kg,29,33 - 37,35 - 48
2/3/2022,Brinjal,1kg,29,33 - 37,35 - 48
2/4/2022,Brinjal,1kg,29,33 - 37,35 - 48
2/5/2022,Brinjal,1kg,26,30 - 33,31 - 43
2/6/2022,Brinjal,1kg,26,30 - 33,31 - 43
2/7/2022,Brinjal,1kg,26,30 - 33,31 - 43
2/8/2022,Brinjal,1kg,29,33 - 37,35 - 48
2/9/2022,Brinjal,1kg,29,33 - 37,35 - 48
2/10/2022,Brinjal,1kg,29,33 - 37,35 - 48
2/11/2022,Brinjal,1kg,29,33 - 37,35 - 48
2/12/2022,Brinjal,1kg,28,32 - 36,34 - 46
2/13/2022,Brinjal,1kg,28,32 - 36,34 - 46
2/14/2022,Brinjal,1kg,29,33 - 37,35 - 48
2/15/2022,Brinjal,1kg,29,33 - 37,35 - 48
2/16/2022,Brinjal,1kg,29,33 - 37,35 - 48
2/17/2022,Brinjal,1kg,31,36 - 39,37 - 51
2/18/2022,Brinjal,1kg,31,36 - 39,37 - 51
2/19/2022,Brinjal,1kg,31,36 - 39,37 - 51
2/20/2022,Brinjal,1kg,32,37 - 41,38 - 53
2/21/2022,Brinjal,1kg,32,37 - 41,38 - 53
2/22/2022,Brinjal,1kg,32,37 - 41,38 - 53
2/23/2022,Brinjal,1kg,32,37 - 41,38 - 53
2/24/2022,Brinjal,1kg,32,37 - 41,38 - 53
2/25/2022,Brinjal,1kg,32,37 - 41,38 - 53
2/26/2022,Brinjal,1kg,31,36 - 39,37 - 51
2/27/2022,Brinjal,1kg,31,36 - 39,37 - 51
2/28/2022,Brinjal,1kg,32,37 - 41,38 - 53
3/1/2022,Brinjal,1kg,32,37 - 41,38 - 53
3/2/2022,Brinjal,1kg,32,37 - 41,38 - 53
3/3/2022,Brinjal,1kg,32,37 - 41,38 - 53
3/4/2022,Brinjal,1kg,25,29 - 32,30 - 41
3/5/2022,Brinjal,1kg,25,29 - 32,30 - 41
3/6/2022,Brinjal,1kg,25,29 - 32,30 - 41
3/7/2022,Brinjal,1kg,22,25 - 28,26 - 36
3/8/2022,Brinjal,1kg,22,25 - 28,26 - 36
3/9/2022,Brinjal,1kg,29,33 - 37,35 - 48
3/10/2022,Brinjal,1kg,29,33 - 37,35 - 48
3/11/2022,Brinjal,1kg,29,33 - 37,35 - 48
3/12/2022,Brinjal,1kg,29,33 - 37,35 - 48
3/13/2022,Brinjal,1kg,29,33 - 37,35 - 48
3/14/2022,Brinjal,1kg,27,31 - 34,32 - 45
3/15/2022,Brinjal,1kg,27,31 - 34,32 - 45
3/16/2022,Brinjal,1kg,27,31 - 34,32 - 45
3/17/2022,Brinjal,1kg,25,29 - 32,30 - 41
3/18/2022,Brinjal,1kg,25,29 - 32,30 - 41
3/19/2022,Brinjal,1kg,25,29 - 32,30 - 41
3/20/2022,Brinjal,1kg,28,32 - 36,34 - 46
3/21/2022,Brinjal,1kg,28,32 - 36,34 - 46
3/22/2022,Brinjal,1kg,28,32 - 36,34 - 46
3/23/2022,Brinjal,1kg,28,32 - 36,34 - 46
3/24/2022,Brinjal,1kg,28,32 - 36,34 - 46
3/25/2022,Brinjal,1kg,24,28 - 30,29 - 40
3/26/2022,Brinjal,1kg,24,28 - 30,29 - 40
3/27/2022,Brinjal,1kg,24,28 - 30,29 - 40
3/28/2022,Brinjal,1kg,23,26 - 29,28 - 38
3/29/2022,Brinjal,1kg,23,26 - 29,28 - 38
3/30/2022,Brinjal,1kg,23,26 - 29,28 - 38
3/31/2022,Brinjal,1kg,23,26 - 29,28 - 38
4/1/2022,Brinjal,1kg,25,29 - 32,30 - 41
4/2/2022,Brinjal,1kg,25,29 - 32,30 - 41
4/3/2022,Brinjal,1kg,25,29 - 32,30 - 41
4/4/2022,Brinjal,1kg,26,30 - 33,31 - 43
4/5/2022,Brinjal,1kg,26,30 - 33,31 - 43
4/6/2022,Brinjal,1kg,26,30 - 33,31 - 43
4/7/2022,Brinjal,1kg,22,25 - 28,26 - 36
4/8/2022,Brinjal,1kg,22,25 - 28,26 - 36
4/9/2022,Brinjal,1kg,22,25 - 28,26 - 36
4/10/2022,Brinjal,1kg,23,26 - 29,28 - 38
4/11/2022,Brinjal,1kg,23,26 - 29,28 - 38
4/12/2022,Brinjal,1kg,23,26 - 29,28 - 38
4/13/2022,Brinjal,1kg,28,32 - 36,34 - 46
4/14/2022,Brinjal,1kg,28,32 - 36,34 - 46
4/15/2022,Brinjal,1kg,28,32 - 36,34 - 46
4/16/2022,Brinjal,1kg,28,32 - 36,34 - 46
4/17/2022,Brinjal,1kg,25,29 - 32,30 - 41
4/18/2022,Brinjal,1kg,25,29 - 32,30 - 41
4/19/2022,Brinjal,1kg,25,29 - 32,30 - 41
4/20/2022,Brinjal,1kg,25,29 - 32,30 - 41
4/21/2022,Brinjal,1kg,25,29 - 32,30 - 41
4/22/2022,Brinjal,1kg,25,29 - 32,30 - 41
4/23/2022,Brinjal,1kg,25,29 - 32,30 - 41
4/24/2022,Brinjal,1kg,23,26 - 29,28 - 38
4/25/2022,Brinjal,1kg,23,26 - 29,28 - 38
4/26/2022,Brinjal,1kg,23,26 - 29,28 - 38
4/27/2022,Brinjal,1kg,25,29 - 32,30 - 41
4/28/2022,Brinjal,1kg,25,29 - 32,30 - 41
4/29/2022,Brinjal,1kg,25,29 - 32,30 - 41
4/30/2022,Brinjal,1kg,22,25 - 28,26 - 36
5/1/2022,Brinjal,1kg,22,25 - 28,26 - 36
5/2/2022,Brinjal,1kg,24,28 - 30,29 - 40
5/3/2022,Brinjal,1kg,24,28 - 30,29 - 40
5/4/2022,Brinjal,1kg,24,28 - 30,29 - 40
5/5/2022,Brinjal,1kg,26,30 - 33,31 - 43
5/6/2022,Brinjal,1kg,26,30 - 33,31 - 43
5/7/2022,Brinjal,1kg,26,30 - 33,31 - 43
5/8/2022,Brinjal,1kg,24,28 - 30,29 - 40
5/9/2022,Brinjal,1kg,24,28 - 30,29 - 40
5/10/2022,Brinjal,1kg,24,28 - 30,29 - 40
5/11/2022,Brinjal,1kg,24,28 - 30,29 - 40
5/12/2022,Brinjal,1kg,24,28 - 30,29 - 40
5/13/2022,Brinjal,1kg,24,28 - 30,29 - 40
5/14/2022,Brinjal,1kg,24,28 - 30,29 - 40
5/15/2022,Brinjal,1kg,23,26 - 29,28 - 38
5/16/2022,Brinjal,1kg,23,26 - 29,28 - 38
5/17/2022,Brinjal,1kg,23,26 - 29,28 - 38
5/18/2022,Brinjal,1kg,23,26 - 29,28 - 38
5/19/2022,Brinjal,1kg,23,26 - 29,28 - 38
5/20/2022,Brinjal,1kg,23,26 - 29,28 - 38
5/21/2022,Brinjal,1kg,30,35 - 38,36 - 50
5/22/2022,Brinjal,1kg,30,35 - 38,36 - 50
5/23/2022,Brinjal,1kg,30,35 - 38,36 - 50
5/24/2022,Brinjal,1kg,30,35 - 38,36 - 50
5/25/2022,Brinjal,1kg,28,32 - 36,34 - 46
5/26/2022,Brinjal,1kg,28,32 - 36,34 - 46
5/27/2022,Brinjal,1kg,28,32 - 36,34 - 46
5/28/2022,Brinjal,1kg,32,37 - 41,38 - 53
5/29/2022,Brinjal,1kg,32,37 - 41,38 - 53
5/30/2022,Brinjal,1kg,32,37 - 41,38 - 53
5/31/2022,Brinjal,1kg,32,37 - 41,38 - 53
6/1/2022,Brinjal,1kg,27,31 - 34,32 - 45
6/2/2022,Brinjal,1kg,27,31 - 34,32 - 45
6/3/2022,Brinjal,1kg,27,31 - 34,32 - 45
6/4/2022,Brinjal,1kg,30,35 - 38,36 - 50
6/5/2022,Brinjal,1kg,30,35 - 38,36 - 50
6/6/2022,Brinjal,1kg,30,35 - 38,36 - 50
6/7/2022,Brinjal,1kg,29,33 - 37,35 - 48
6/8/2022,Brinjal,1kg,29,33 - 37,35 - 48
6/9/2022,Brinjal,1kg,29,33 - 37,35 - 48
6/10/2022,Brinjal,1kg,29,33 - 37,35 - 48
6/11/2022,Brinjal,1kg,29,33 - 37,35 - 48
6/12/2022,Brinjal,1kg,29,33 - 37,35 - 48
6/13/2022,Brinjal,1kg,29,33 - 37,35 - 48
6/14/2022,Brinjal,1kg,27,31 - 34,32 - 45
6/15/2022,Brinjal,1kg,27,31 - 34,32 - 45
6/16/2022,Brinjal,1kg,27,31 - 34,32 - 45
6/17/2022,Brinjal,1kg,27,31 - 34,32 - 45
6/18/2022,Brinjal,1kg,32,37 - 41,38 - 53
6/19/2022,Brinjal,1kg,32,37 - 41,38 - 53
6/20/2022,Brinjal,1kg,30,35 - 38,36 - 50
6/21/2022,Brinjal,1kg,30,35 - 38,36 - 50
6/22/2022,Brinjal,1kg,30,35 - 38,36 - 50
6/23/2022,Brinjal,1kg,29,33 - 37,35 - 48
6/24/2022,Brinjal,1kg,29,33 - 37,35 - 48
6/25/2022,Brinjal,1kg,29,33 - 37,35 - 48
6/26/2022,Brinjal,1kg,29,33 - 37,35 - 48
6/27/2022,Brinjal,1kg,28,32 - 36,34 - 46
6/28/2022,Brinjal,1kg,28,32 - 36,34 - 46
6/29/2022,Brinjal,1kg,28,32 - 36,34 - 46
6/30/2022,Brinjal,1kg,28,32 - 36,34 - 46
7/1/2022,Brinjal,1kg,32,37 - 41,38 - 53
7/2/2022,Brinjal,1kg,32,37 - 41,38 - 53
7/3/2022,Brinjal,1kg,32,37 - 41,38 - 53
7/4/2022,Brinjal,1kg,30,35 - 38,36 - 50
7/5/2022,Brinjal,1kg,30,35 - 38,36 - 50
7/6/2022,Brinjal,1kg,30,35 - 38,36 - 50
7/7/2022,Brinjal,1kg,30,35 - 38,36 - 50
7/8/2022,Brinjal,1kg,30,35 - 38,36 - 50
7/9/2022,Brinjal,1kg,28,32 - 36,34 - 46
7/10/2022,Brinjal,1kg,28,32 - 36,34 - 46
7/11/2022,Brinjal,1kg,28,32 - 36,34 - 46
7/12/2022,Brinjal,1kg,29,33 - 37,35 - 48
7/13/2022,Brinjal,1kg,29,33 - 37,35 - 48
7/14/2022,Brinjal,1kg,28,32 - 36,34 - 46
7/15/2022,Brinjal,1kg,28,32 - 36,34 - 46
7/16/2022,Brinjal,1kg,28,32 - 36,34 - 46
7/17/2022,Brinjal,1kg,32,37 - 41,38 - 53
7/18/2022,Brinjal,1kg,32,37 - 41,38 - 53
7/19/2022,Brinjal,1kg,32,37 - 41,38 - 53
7/20/2022,Brinjal,1kg,32,37 - 41,38 - 53
7/21/2022,Brinjal,1kg,30,35 - 38,36 - 50
7/22/2022,Brinjal,1kg,30,35 - 38,36 - 50
7/23/2022,Brinjal,1kg,30,35 - 38,36 - 50
7/24/2022,Brinjal,1kg,32,37 - 41,38 - 53
7/25/2022,Brinjal,1kg,32,37 - 41,38 - 53
7/26/2022,Brinjal,1kg,32,37 - 41,38 - 53
7/27/2022,Brinjal,1kg,32,37 - 41,38 - 53
7/28/2022,Brinjal,1kg,32,37 - 41,38 - 53
7/29/2022,Brinjal,1kg,32,37 - 41,38 - 53
7/30/2022,Brinjal,1kg,32,37 - 41,38 - 53
7/31/2022,Brinjal,1kg,32,37 - 41,38 - 53
8/1/2022,Brinjal,1kg,27,31 - 34,32 - 45
8/2/2022,Brinjal,1kg,27,31 - 34,32 - 45
8/3/2022,Brinjal,1kg,27,31 - 34,32 - 45
8/4/2022,Brinjal,1kg,30,35 - 38,36 - 50
8/5/2022,Brinjal,1kg,30,35 - 38,36 - 50
8/6/2022,Brinjal,1kg,30,35 - 38,36 - 50
8/7/2022,Brinjal,1kg,30,35 - 38,36 - 50
8/8/2022,Brinjal,1kg,30,35 - 38,36 - 50
8/9/2022,Brinjal,1kg,30,35 - 38,36 - 50
8/10/2022,Brinjal,1kg,30,35 - 38,36 - 50
8/11/2022,Brinjal,1kg,30,35 - 38,36 - 50
8/12/2022,Brinjal,1kg,30,35 - 38,36 - 50
8/13/2022,Brinjal,1kg,29,33 - 37,35 - 48
8/14/2022,Brinjal,1kg,29,33 - 37,35 - 48
8/15/2022,Brinjal,1kg,29,33 - 37,35 - 48
8/16/2022,Brinjal,1kg,29,33 - 37,35 - 48
8/17/2022,Brinjal,1kg,29,33 - 37,35 - 48
8/18/2022,Brinjal,1kg,32,37 - 41,38 - 53
8/19/2022,Brinjal,1kg,32,37 - 41,38 - 53
8/20/2022,Brinjal,1kg,32,37 - 41,38 - 53
8/21/2022,Brinjal,1kg,32,37 - 41,38 - 53
8/22/2022,Brinjal,1kg,32,37 - 41,38 - 53
8/23/2022,Brinjal,1kg,32,37 - 41,38 - 53
8/24/2022,Brinjal,1kg,32,37 - 41,38 - 53
8/25/2022,Brinjal,1kg,32,37 - 41,38 - 53
8/26/2022,Brinjal,1kg,32,37 - 41,38 - 53
8/27/2022,Brinjal,1kg,32,37 - 41,38 - 53
8/28/2022,Brinjal,1kg,32,37 - 41,38 - 53
8/29/2022,Brinjal,1kg,32,37 - 41,38 - 53
8/30/2022,Brinjal,1kg,28,32 - 36,34 - 46
8/31/2022,Brinjal,1kg,28,32 - 36,34 - 46
9/1/2022,Brinjal,1kg,28,32 - 36,34 - 46
9/2/2022,Brinjal,1kg,28,32 - 36,34 - 46
9/3/2022,Brinjal,1kg,28,32 - 36,34 - 46
9/4/2022,Brinjal,1kg,28,32 - 36,34 - 46
9/5/2022,Brinjal,1kg,29,33 - 37,35 - 48
9/6/2022,Brinjal,1kg,27,31 - 34,32 - 45
9/7/2022,Brinjal,1kg,27,31 - 34,32 - 45
9/8/2022,Brinjal,1kg,27,31 - 34,32 - 45
9/9/2022,Brinjal,1kg,27,31 - 34,32 - 45
9/10/2022,Brinjal,1kg,19,22 - 24,23 - 31
9/11/2022,Brinjal,1kg,19,22 - 24,23 - 31
9/12/2022,Brinjal,1kg,19,22 - 24,23 - 31
9/13/2022,Brinjal,1kg,19,22 - 24,23 - 31
9/14/2022,Brinjal,1kg,19,22 - 24,23 - 31
9/15/2022,Brinjal,1kg,19,22 - 24,23 - 31
9/16/2022,Brinjal,1kg,20,23 - 25,24 - 33
9/17/2022,Brinjal,1kg,20,23 - 25,24 - 33
9/18/2022,Brinjal,1kg,20,23 - 25,24 - 33
9/19/2022,Brinjal,1kg,18,21 - 23,22 - 30
9/20/2022,Brinjal,1kg,18,21 - 23,22 - 30
9/21/2022,Brinjal,1kg,18,21 - 23,22 - 30
9/22/2022,Brinjal,1kg,19,22 - 24,23 - 31
9/23/2022,Brinjal,1kg,19,22 - 24,23 - 31
9/24/2022,Brinjal,1kg,19,22 - 24,23 - 31
9/25/2022,Brinjal,1kg,25,29 - 32,30 - 41
9/26/2022,Brinjal,1kg,25,29 - 32,30 - 41
9/27/2022,Brinjal,1kg,25,29 - 32,30 - 41
9/28/2022,Brinjal,1kg,20,23 - 25,24 - 33
9/29/2022,Brinjal,1kg,20,23 - 25,24 - 33
9/30/2022,Brinjal,1kg,23,26 - 29,28 - 38
10/1/2022,Brinjal,1kg,23,26 - 29,28 - 38
10/2/2022,Brinjal,1kg,23,26 - 29,28 - 38
10/3/2022,Brinjal,1kg,20,23 - 25,24 - 33
10/4/2022,Brinjal,1kg,20,23 - 25,24 - 33
10/5/2022,Brinjal,1kg,20,23 - 25,24 - 33
10/6/2022,Brinjal,1kg,24,28 - 30,29 - 40
10/7/2022,Brinjal,1kg,24,28 - 30,29 - 40
10/8/2022,Brinjal,1kg,18,21 - 23,22 - 30
10/9/2022,Brinjal,1kg,18,21 - 23,22 - 30
10/10/2022,Brinjal,1kg,18,21 - 23,22 - 30
10/11/2022,Brinjal,1kg,18,21 - 23,22 - 30
10/12/2022,Brinjal,1kg,18,21 - 23,22 - 30
10/13/2022,Brinjal,1kg,18,21 - 23,22 - 30
10/14/2022,Brinjal,1kg,18,21 - 23,22 - 30
10/15/2022,Brinjal,1kg,25,29 - 32,30 - 41
10/16/2022,Brinjal,1kg,25,29 - 32,30 - 41
10/17/2022,Brinjal,1kg,25,29 - 32,30 - 41
10/18/2022,Brinjal,1kg,20,23 - 25,24 - 33
10/19/2022,Brinjal,1kg,20,23 - 25,24 - 33
10/20/2022,Brinjal,1kg,20,23 - 25,24 - 33
10/21/2022,Brinjal,1kg,20,23 - 25,24 - 33
10/22/2022,Brinjal,1kg,20,23 - 25,24 - 33
10/23/2022,Brinjal,1kg,20,23 - 25,24 - 33
10/24/2022,Brinjal,1kg,25,29 - 32,30 - 41
10/25/2022,Brinjal,1kg,25,29 - 32,30 - 41
10/26/2022,Brinjal,1kg,25,29 - 32,30 - 41
10/27/2022,Brinjal,1kg,24,28 - 30,29 - 40
10/28/2022,Brinjal,1kg,24,28 - 30,29 - 40
10/29/2022,Brinjal,1kg,23,26 - 29,28 - 38
10/30/2022,Brinjal,1kg,23,26 - 29,28 - 38
10/31/2022,Brinjal,1kg,23,26 - 29,28 - 38
11/1/2022,Brinjal,1kg,23,26 - 29,28 - 38
11/2/2022,Brinjal,1kg,23,26 - 29,28 - 38
11/3/2022,Brinjal,1kg,24,28 - 30,29 - 40
11/4/2022,Brinjal,1kg,24,28 - 30,29 - 40
11/5/2022,Brinjal,1kg,24,28 - 30,29 - 40
11/6/2022,Brinjal,1kg,23,26 - 29,28 - 38
11/7/2022,Brinjal,1kg,23,26 - 29,28 - 38
11/8/2022,Brinjal,1kg,23,26 - 29,28 - 38
11/9/2022,Brinjal,1kg,24,28 - 30,29 - 40
11/10/2022,Brinjal,1kg,24,28 - 30,29 - 40
11/11/2022,Brinjal,1kg,24,28 - 30,29 - 40
11/12/2022,Brinjal,1kg,24,28 - 30,29 - 40
11/13/2022,Brinjal,1kg,24,28 - 30,29 - 40
11/14/2022,Brinjal,1kg,24,28 - 30,29 - 40
11/15/2022,Brinjal,1kg,24,28 - 30,29 - 40
11/16/2022,Brinjal,1kg,24,28 - 30,29 - 40
11/17/2022,Brinjal,1kg,24,28 - 30,29 - 40
11/18/2022,Brinjal,1kg,19,22 - 24,23 - 31
11/19/2022,Brinjal,1kg,19,22 - 24,23 - 31
11/20/2022,Brinjal,1kg,19,22 - 24,23 - 31
11/21/2022,Brinjal,1kg,25,29 - 32,30 - 41
11/22/2022,Brinjal,1kg,25,29 - 32,30 - 41
11/23/2022,Brinjal,1kg,25,29 - 32,30 - 41
11/24/2022,Brinjal,1kg,23,26 - 29,28 - 38
11/25/2022,Brinjal,1kg,23,26 - 29,28 - 38
11/26/2022,Brinjal,1kg,17,20 - 22,20 - 28
11/27/2022,Brinjal,1kg,17,20 - 22,20 - 28
11/28/2022,Brinjal,1kg,21,24 - 27,25 - 35
11/29/2022,Brinjal,1kg,21,24 - 27,25 - 35
11/30/2022,Brinjal,1kg,22,25 - 28,26 - 36
12/1/2022,Brinjal,1kg,22,25 - 28,26 - 36
12/2/2022,Brinjal,1kg,22,25 - 28,26 - 36
12/3/2022,Brinjal,1kg,20,23 - 25,24 - 33
12/4/2022,Brinjal,1kg,20,23 - 25,24 - 33
12/5/2022,Brinjal,1kg,20,23 - 25,24 - 33
